CardCode;GroupName;City;Name;PymntGroup
CN8691;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8692;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8694;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8695;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8696;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8697;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8698;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8699;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8700;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8701;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8706;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN8708;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8711;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN8714;VETERINARIOS;YUMBO;VALLE DEL CAUCA;Contado
CN8715;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8717;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8720;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8721;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN8722;DISTRIBUIDORES;ARMENIA/Q;QUINDIO;Contado
CN8724;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8726;VETERINARIOS;SANTANDER DE QUILICHAO;CAUCA;CREDITO 30 DIAS
CN8728;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8729;MED LAB OP AMBUL;PALMIRA;VALLE DEL CAUCA;Contado
CN8731;DISTRIBUIDORES;MANIZALES/C;CALDAS;Contado
CN8734;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8736;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8737;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8740;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8741;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8742;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8744;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;Contado
CN8745;DISTRIBUIDORES;ITAGUI;ANTIOQUIA;Contado
CN8749;CLINICAS PRIVADAS;LA UNION;NARIÑO;Contado
CN8751;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8752;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8753;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8755;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8756;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 60 DIAS
CN8757;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN8758;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8760;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8762;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8765;DROG FARMACIA Y MISC;GINEBRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8766;BELLEZA Y ESTETICA;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8766;BELLEZA Y ESTETICA;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8769;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8770;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8772;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8773;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8774;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8776;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8777;DISTRIBUIDORES;BOGOTA;BOGOTA;Contado
CN8778;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8779;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8781;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8782;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8784;CLINICAS PRIVADAS;TULUA /V;VALLE DEL CAUCA;Contado
CN8786;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8788;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8789;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8791;NO DEDICADO A SALUD;BUGA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8792;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8794;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8794;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8795;DROG FARMACIA Y MISC;TIMBIQUI;CAUCA;Contado
CN8797;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8798;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8799;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8801;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8803;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8804;CLINICAS PRIVADAS;ORITO;PUTUMAYO;Contado
CN8806;CLINICAS PRIVADAS;ARMENIA/Q;QUINDIO;Contado
CN8809;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8810;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8811;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8814;CLINICAS PRIVADAS;BUGA;VALLE DEL CAUCA;Contado
CN8815;DISTRIBUIDORES;POPAYAN/C;CAUCA;CREDITO 30 DIAS
CN8817;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8819;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN8820;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8821;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8824;DROG FARMACIA Y MISC;SANTADER DE QUILICHAO;CAUCA;Contado
CN8824;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO;CAUCA;Contado
CN8825;MED LAB OP AMBUL;SAN ANDRES;SAN ANDRES;Contado
CN8826;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;Contado
CN8827;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;Contado
CN8829;CLINICAS PRIVADAS;TULUA VALLE;VALLE DEL CAUCA;Contado
CN8829;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN8830;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN8834;BELLEZA Y ESTETICA;SANTANDER DE QUILICHAO;CAUCA;Contado
CN8835;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8836;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8839;CLINICAS PUBLICAS;PASTO;NARIÑO;Contado
CN8842;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8844;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8852;MED LAB OP AMBUL;JAMUNDI;VALLE DEL CAUCA;Contado
CN8853;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8854;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN8858;DROG FARMACIA Y MISC;BUGA;VALLE DEL CAUCA;Contado
CN8860;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8861;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;CREDITO 90 DIAS
CN8862;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8863;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8865;NO DEDICADO A SALUD;TULUA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8866;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8867;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8868;VETERINARIOS;YUMBO;VALLE DEL CAUCA;Contado
CN8869;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8869;MED LAB OP AMBUL;CALI;NULL;Contado
CN8873;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8878;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8879;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8882;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8883;CLINICAS PUBLICAS;BUENAVENTURA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8885;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8888;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN8889;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8890;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8891;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;Contado
CN8891;MED LAB OP AMBUL;BUGA;VALLE DEL CAUCA;Contado
CN8893;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8896;CLINICAS PRIVADAS;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8897;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8898;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8899;CLINICAS PUBLICAS;BUGALAGRANDE;VALLE DEL CAUCA;Contado
CN8900;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8902;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8903;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN8905;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8907;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN8908;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8909;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN8910;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8911;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8912;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8915;CLINICAS PUBLICAS;EL AGUILA/VALLE;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN8916;NO DEDICADO A SALUD;BOGOTA/D.C.;BOGOTA;CREDITO 30 DIAS 7%
CN8918;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8919;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8922;MED LAB OP AMBUL;BOGOTA;BOGOTA;Contado
CN8924;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8927;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8929;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8930;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8931;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8933;DROG FARMACIA Y MISC;YOTOCO;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8934;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8937;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;Contado
CN8937;DROG FARMACIA Y MISC;TULUA;VALLE DEL CAUCA;Contado
CN8939;VETERINARIOS;CANDELARIA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8940;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
cn8942;DISTRIBUIDORES;TULUA;VALLE DEL CAUCA;Contado
CN8943;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8944;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN8945;VETERINARIOS;IBAGUE;TOLIMA;Contado
CN8946;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8949;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8950;NO DEDICADO A SALUD;NEIVA;HUILA;Contado
CN8951;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8952;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8953;DROG FARMACIA Y MISC;BUGA;VALLE DEL CAUCA;Contado
CN8953;DROG FARMACIA Y MISC;BUGA;VALLE DEL CAUCA;Contado
CN8954;DISTRIBUIDORES;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN8955;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8957;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8957;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN8958;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8959;CLINICAS PRIVADAS;PEREIRA;RISARALDA;Contado
CN8962;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CONTADO - CONTRA ENTREGA
CN8963;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8965;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN8967;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8968;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8969;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 60 DIAS - 30 DIAS 3%
CN8970;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8971;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8972;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8973;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN8974;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8975;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8976;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN8978;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN8979;CLINICAS PRIVADAS;MEDELLIN;ANTIOQUIA;Contado
CN8980;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN8981;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8982;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN8983;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN8984;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN8985;CLINICAS PRIVADAS;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN8986;CLINICAS PRIVADAS;JAMUNDI;VALLE DEL CAUCA;Contado
CN8987;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN8988;BELLEZA Y ESTETICA;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN8989;NO DEDICADO A SALUD;MEDELLIN POBLADO;ANTIOQUIA;Contado
CN8990;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8991;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8992;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN8993;CLINICAS PRIVADAS;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN8995;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN8996;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 5%
CN8997;CLINICAS PRIVADAS;ARMENIA;QUINDIO;CREDITO 30 DIAS
CN8998;DROG FARMACIA Y MISC;EL CHARCO;NARIÑO;Contado
CN8999;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS (CONTADO 3%)
CN9000;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9003;NO DEDICADO A SALUD;RIOHACHA;LA GUAJIRA;Contado
CN9003;NO DEDICADO A SALUD;RIOHACHA;LA GUAJIRA;Contado
CN9005;CLINICAS PUBLICAS;CALI;VALLE DEL CAUCA;Contado
CN9007;DISTRIBUIDORES;CALI;NULL;Contado
CN9030;CLINICAS PRIVADAS;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN9031;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9032;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9032;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9033;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9035;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9036;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9038;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9039;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9040;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9041;MED LAB OP AMBUL;PALMIRA;VALLE DEL CAUCA;Contado
CN9043;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9044;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9046;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9047;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9048;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9050;MED LAB OP AMBUL;CANDELARIA;VALLE DEL CAUCA;Contado
CN9051;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9052;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9054;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9055;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9056;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9058;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9059;MED LAB OP AMBUL;BARRANQUILLA;ATLANTICO;Contado
CN9062;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9063;DROG FARMACIA Y MISC;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9064;DISTRIBUIDORES;BOGOTÁ;BOGOTA;Contado
CN9065;DROG FARMACIA Y MISC;OBANDO - VALLE;VALLE DEL CAUCA;Contado
CN9066;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9067;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9068;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9069;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9070;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%
CN9071;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN9072;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9073;DISTRIBUIDORES;BOGOTÁ;BOGOTA;Contado
CN9074;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9075;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9076;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9077;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9078;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN9079;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9080;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9081;DISTRIBUIDORES;BUGA;VALLE DEL CAUCA;CREDITO 60 DIAS, 30 DIAS 3%, CONTADO 5%
CN9082;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9083;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9084;NO DEDICADO A SALUD;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN9084;NO DEDICADO A SALUD;PEREIRA/R;RISARALDA;CREDITO 30 DIAS
CN9085;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Credito 45 dias
CN9087;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9088;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9089;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9090;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9092;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9093;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9094;DISTRIBUIDORES;MANIZALES;CALDAS;Contado
CN9095;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9096;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9097;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9098;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9100;NO DEDICADO A SALUD;SANTANDER DE QUILICHAO;CAUCA;CREDITO 60 DIAS
CN9101;NO DEDICADO A SALUD;ZARZAL;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9102;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9105;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9106;CLINICAS PRIVADAS;VALLEDUPAR;CESAR;Contado
CN9107;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9109;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9110;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9111;CLINICAS PRIVADAS;TULUA;VALLE DEL CAUCA;Contado
CN9112;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 30 DIAS
CN9114;OCASION PACIEN PARTI;CALI;VALLE DEL CAUCA;Contado
CN9115;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 25 DIAS
CN9116;DISTRIBUIDORES;NULL;NULL;CREDITO 30 DIAS
CN9117;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9118;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9119;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9120;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9121;DISTRIBUIDORES;BARRANQUILLA;ATLANTICO;Contado
CN9122;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9123;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9124;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9126;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9127;DISTRIBUIDORES;Barranquilla -;ATLANTICO;Contado
CN9128;VETERINARIOS;JAMUNDI;VALLE DEL CAUCA;Contado
CN9129;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9130;CLINICAS PRIVADAS;BOGOTÁ;CUNDINAMARCA;Contado
CN9131;DISTRIBUIDORES;PASTO;NARIÑO;Contado
CN9132;MED LAB OP AMBUL;TULUA;VALLE DEL CAUCA;Contado
CN9133;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9134;MED LAB OP AMBUL;POPAYAN;CAUCA;Contado
CN9135;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9136;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9137;DISTRIBUIDORES;PASTO;NARIÑO;CREDITO 30 DIAS 3%
CN9138;CLINICAS PRIVADAS;PEREIRA;RISARALDA;Contado
CN9141;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9143;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9144;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9145;VETERINARIOS;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9146;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9147;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9148;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9150;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN9153;NO DEDICADO A SALUD;BOGOTÁ;CUNDINAMARCA;Contado
CN9154;NO DEDICADO A SALUD;YOTOCO;VALLE DEL CAUCA;Contado
CN9156;NO DEDICADO A SALUD;BOGOTÁ;CUNDINAMARCA;CREDITO 60 DIAS
CN9157;CLINICAS PUBLICAS;FRANCISCO PIZARRO;NARIÑO;Contado
CN9158;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9159;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9161;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;Contado
CN9162;DROG FARMACIA Y MISC;SANTANDER DE QUILICHAO/CAUCA;CAUCA;CREDITO 30 DIAS 5%
CN9163;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9164;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9165;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9166;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9169;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9170;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9171;DROG FARMACIA Y MISC;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS 3%, CONTADO 5%
CN9172;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9173;CLINICAS PRIVADAS;SANTANDER DE QUILICHAO/C;CAUCA;Contado
CN9174;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9176;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9178;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9179;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN9180;NO DEDICADO A SALUD;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9180;NO DEDICADO A SALUD;SANTANDER DE QUILICHAO;CAUCA;Contado
CN9181;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9182;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
